unit_id	scientificName	source_lane	species_taxid	declared_species	parent_assembly	ani_match	summary_match	in_refseq	taxonomy_check	best_match_status	best_match_species	ncbi_current_species	version_status	excluded_from_refseq	relation_to_type_material	seq_rel_date	confounded	flags
Thermotoga_maritima~GCF_000008545.1	Thermotoga_maritima	NCBI-REF	2336	Thermotoga maritima	GCF_000008545.1	exact	exact	yes	OK	species-match	Thermotoga maritima	Thermotoga maritima	latest		assembly from type material	2001-01-09		
Thermus_thermophilus~GCF_000091545.1	Thermus_thermophilus	NCBI-REF	274	Thermus thermophilus	GCF_000091545.1	exact	exact	yes	OK	species-match	Thermus thermophilus	Thermus thermophilus	latest		assembly from type material	2004-11-15		
Treponema_denticola~GCF_000008185.1	Treponema_denticola	NCBI-REF	158	Treponema denticola	GCF_000008185.1	exact	exact	yes	OK	species-match	Treponema denticola	Treponema denticola	latest		assembly from type material	2004-02-03		
Ureaplasma_parvum~GCF_000019345.1	Ureaplasma_parvum	NCBI-REF	134821	Ureaplasma parvum	GCF_000019345.1	exact	exact	yes	OK	below-threshold-mismatch	Ureaplasma urealyticum	Ureaplasma parvum	latest		assembly from type material	2008-02-26		best_match_species_mismatch
Vibrio_alginolyticus~GCF_009665435.1	Vibrio_alginolyticus	SME	663	Vibrio alginolyticus	GCF_009665435.1	exact	exact	yes	OK	species-match	Vibrio alginolyticus	Vibrio alginolyticus	latest			2019-11-18		
Vibrio_cholerae_O1~GCA_009665515.2	Vibrio_cholerae_O1	SME	666	Vibrio cholerae	GCA_009665515.2	exact	exact	no	OK	species-match	Vibrio cholerae	Vibrio cholerae	latest	annotation fails completeness check; many frameshifted proteins		2019-12-10		refseq_excluded_qc
Vibrio_cidicii~GCF_009763805.1	Vibrio_cidicii	SME	1763883	Vibrio cidicii	GCF_009763805.1	exact	exact	no	OK	species-match	Vibrio cidicii	Vibrio cidicii	latest	many frameshifted proteins	assembly from type material	2019-12-18		refseq_excluded_qc
Vibrio_cincinnatiensis~GCF_009665395.1	Vibrio_cincinnatiensis	SME	675	Vibrio cincinnatiensis	GCF_009665395.1	exact	exact	yes	OK	species-match	Vibrio cincinnatiensis	Vibrio cincinnatiensis	latest			2019-11-18		
Vibrio_fluvialis~GCF_012275125.1	Vibrio_fluvialis	SME	676	Vibrio fluvialis	GCF_012275125.1	exact	exact	yes	OK	species-match	Vibrio fluvialis	Vibrio fluvialis	latest			2020-04-13		
Vibrio_furnissii~GCF_009763225.1	Vibrio_furnissii	SME	29494	Vibrio furnissii	GCF_009763225.1	exact	exact	yes	OK	species-match	Vibrio furnissii	Vibrio furnissii	latest			2019-12-18		
Vibrio_harveyi~GCF_009665315.1	Vibrio_harveyi	SME	669	Vibrio harveyi	GCF_009665315.1	exact	exact	yes	OK	species-match	Vibrio harveyi	Vibrio harveyi	latest			2019-11-18		
Vibrio_metoecus~GCF_009763865.1	Vibrio_metoecus	SME	1481663	Vibrio metoecus	GCF_009763865.1	exact	exact	yes	OK	species-match	Vibrio metoecus	Vibrio metoecus	latest			2019-12-18		
Vibrio_metschnikovii~GCF_009665235.1	Vibrio_metschnikovii	SME	28172	Vibrio metschnikovii	GCF_009665235.1	exact	exact	no	OK	species-match	Vibrio metschnikovii	Vibrio metschnikovii	latest	annotation fails completeness check; many frameshifted proteins		2019-11-18		refseq_excluded_qc
Vibrio_mimicus~GCF_009665195.1	Vibrio_mimicus	SME	674	Vibrio mimicus	GCF_009665195.1	exact	exact	yes	OK	species-match	Vibrio mimicus	Vibrio mimicus	latest			2019-11-18		
Vibrio_navarrensis~GCF_009763725.1	Vibrio_navarrensis	SME	29495	Vibrio navarrensis	GCF_009763725.1	exact	exact	yes	OK	species-match	Vibrio navarrensis	Vibrio navarrensis	latest			2019-12-18		
Vibrio_parahaemolyticus~GCF_009764075.1	Vibrio_parahaemolyticus	SME	670	Vibrio parahaemolyticus	GCF_009764075.1	exact	exact	yes	OK	species-match	Vibrio parahaemolyticus	Vibrio parahaemolyticus	latest			2019-12-18		
Vibrio_vulnificus~GCF_009764095.1	Vibrio_vulnificus	SME	672	Vibrio vulnificus	GCF_009764095.1	exact	exact	yes	OK	species-match	Vibrio vulnificus	Vibrio vulnificus	latest			2019-12-18		
Xanthomonas_campestris~GCF_000007145.1	Xanthomonas_campestris	NCBI-REF	339	Xanthomonas campestris	GCF_000007145.1	exact	exact	yes	OK	species-match	Xanthomonas campestris	Xanthomonas campestris	latest		assembly from type material	2002-05-24		
Xylella_fastidiosa~GCF_000019325.1	Xylella_fastidiosa	NCBI-REF	2371	Xylella fastidiosa	GCF_000019325.1	exact	exact	yes	OK	derived-species-match	Xylella fastidiosa	Xylella fastidiosa	latest			2008-02-19		
Yersinia_aldovae~GCF_000834395.1	Yersinia_aldovae	NCBI-REF	29483	Yersinia aldovae	GCF_000834395.1	exact	exact	yes	OK	species-match	Yersinia aldovae	Yersinia aldovae	latest			2015-02-09		
Yersinia_bercovieri~GCF_013282745.1	Yersinia_bercovieri	SME	634	Yersinia bercovieri	GCF_013282745.1	exact	exact	yes	OK	species-match	Yersinia bercovieri	Yersinia bercovieri	latest		assembly from type material	2020-06-06		
Yersinia_canariae~GCF_009831415.1	Yersinia_canariae	NCBI-REF	2607663	Yersinia canariae	GCF_009831415.1	exact	exact	yes	OK	below-threshold-mismatch	Yersinia hibernica	Yersinia canariae	latest		assembly from type material	2020-01-06		best_match_species_mismatch
Yersinia_enterocolitica~GCF_000009345.1	Yersinia_enterocolitica	SME	630	Yersinia enterocolitica	GCF_000009345.1	exact	exact	yes	OK	derived-species-match	Yersinia enterocolitica	Yersinia enterocolitica	latest			2007-01-12		
Yersinia_enterocolitica~GCF_000192105.1	Yersinia_enterocolitica	SME	630	Yersinia enterocolitica	GCF_000192105.1	exact	exact	yes	OK	derived-species-match	Yersinia enterocolitica	Yersinia enterocolitica	latest			2011-03-10		
Yersinia_frederiksenii~GCF_002591095.1	Yersinia_frederiksenii	FDA-ARGOS	29484	Yersinia frederiksenii	GCF_002591095.1	exact	exact	yes	Inconclusive	below-threshold-mismatch	Yersinia massiliensis	Yersinia frederiksenii	latest			2017-10-18		tax_check_inconclusive;best_match_species_mismatch
Yersinia_hibernica~GCF_004124235.1	Yersinia_hibernica	NCBI-REF	2339259	Yersinia hibernica	GCF_004124235.1	exact	exact	yes	OK	below-threshold-mismatch	Yersinia canariae	Yersinia hibernica	latest		assembly from type material	2019-01-31		best_match_species_mismatch
Yersinia_intermedia~GCF_000834515.1	Yersinia_intermedia	SME	631	Yersinia intermedia	GCF_000834515.1	exact	exact	yes	OK	species-match	Yersinia intermedia	Yersinia intermedia	latest			2015-02-09		
Yersinia_kristensenii~GCF_013282785.1	Yersinia_kristensenii	SME	28152	Yersinia kristensenii	GCF_013282785.1	exact	exact	yes	OK	species-match	Yersinia kristensenii	Yersinia kristensenii	latest			2020-06-06		
Yersinia_massiliensis~GCF_013282765.1	Yersinia_massiliensis	SME	419257	Yersinia massiliensis	GCF_013282765.1	exact	exact	yes	Inconclusive	below-threshold-match	Yersinia massiliensis	Yersinia massiliensis	latest			2020-06-06		tax_check_inconclusive
Yersinia_mollaretii~GCF_013282725.1	Yersinia_mollaretii	NCBI-REF	33060	Yersinia mollaretii	GCF_013282725.1	exact	exact	yes	OK	species-match	Yersinia mollaretii	Yersinia mollaretii	latest		assembly from type material	2020-06-06		
Yersinia_pseudotuberculosis~GCF_000834295.1	Yersinia_pseudotuberculosis	SME	633	Yersinia pseudotuberculosis	GCF_000834295.1	exact	exact	yes	OK	species-match	Yersinia pseudotuberculosis	Yersinia pseudotuberculosis	latest			2015-02-09	A/marker	
Yersinia_rochesterensis~GCF_003600645.1	Yersinia_rochesterensis	NCBI-REF	1604335	Yersinia rochesterensis	GCF_003600645.1	exact	exact	yes	OK	species-match	Yersinia rochesterensis	Yersinia rochesterensis	latest		assembly from type material	2018-09-27		
Yersinia_rohdei~GCF_000834455.1	Yersinia_rohdei	NCBI-REF	29485	Yersinia rohdei	GCF_000834455.1	exact	exact	yes	OK	species-match	Yersinia rohdei	Yersinia rohdei	latest			2015-02-09		
